left_doc_id,right_doc_id,left_doc_length,left_start,right_start,left_end,right_end,score,left_bill_title,right_bill_title,left,right,label
nj_214_A2385,il_94th_HB4713,1289,221,3645,234,3658,26,"""State Medicare Part D Assistance and Information Act.""",CIRCUIT BREAKER-HEARING/DENTAL,the medicare part d prescription drug benefit to which,the medicare part d prescription drug plan in which,1
ca_20112012_SB1082,ny_2011-2012_A628A,4684,11,393,215,568,148.5,Protection of victims: address confidentiality.,Establishes an address confidentiality program in the office of the secretary of state for domestic violence victims who need to maintain secrecy of their location,"(a) a program participant may request that state and local agencies use the address designated by the secretary of state as his or her address. when creating a public record, state and local agencies shall accept the - address designated - by the secretary - of state as a program participantÕs substitute address, unless the secretary of state has determined both of the following:(1) the agency has a bona fide statutory or administrative requirement for the use of the - - address which would otherwise be confidential under this","(a) a program participant may request that state and local agencies use the substitute address. when creating, modifying - - - - or maintaining - - - a public record, state and local agencies shall accept the substitute address upon demonstration by a program participant of his or her certification in the program, unless the secretary waives this requirement after determining that: (i) - the agency has a bona fide statutory or administrative requirement for the use of the participant's actual address which would otherwise be confidential under this",1
tx_82_HB1100,ny_2013-2014_S7576,344,8,72,18,88,18,Relating to the correction of voter registration records following a change of address submitted to the United States Postal Service.,Provides for the delivery of a notice of enforcement of a lien by means of verified electronic mail,is amended by adding section 15.029 - - - - - - to read as follows:,"is amended by adding four new paragraphs (f), (g), (h) and (i) to read as follows:",0
ms_2011_HB1074,ma_189th_H863,805,70,210,75,215,22,Uninsured motorist coverage; provide that limits will be equal to liability coverage unless insured selects otherwise.,An Act relative to the property damage threshold for surchargeable incidents under a safe driver insurance plan,the insured rejects the bodily injury liability coverage,the incident with the bodily injury liability coverage,1
or_2015 Regular Session_HB2087,ma_189th_S214,3742,23,3744,28,3749,14,Relating to economic development subsidies.,An Act promoting efficiency and transparency in economic development,the cost of the audits and,the date of the application and,0
ky_2014RS_HB547,va_2015_HB2284,1121,162,303,170,311,12,AN ACT relating to education rights and privacy. Amend KRS 160.705 to direct the Kentucky Board of Education to require the Department of Education and all school district to adhere to transparency and privacy standards for outsourcing Web-based tasks to vendors; describe required contractual agreement requirements; amend KRS 160.710 and KRS 160.720 to conform.,Uniformed services-connected students; Department of Education to establish process to identify.,students shall be,students shall be,0
tn_109_SB1295,ma_187th_H2452,2822,7,375,11,379,12,"General Assembly - As introduced, reestablishes the legislative oversight committees on TennCare and on children's services. - Amends TCA Title 3; Title 4 and Title 71.",An Act to curtail tobacco addiction and related health care costs,an act to,an act to,0
ny_2013-2014_A3276,az_51st-1st-regular_HB2209,1020,61,4,67,10,26,Provides for personal income taxpayers who are first-time home buyers a credit for interest paid on a purchase money loan/mortgage of 25% of the annual interest,industrial development authorities,the amount of the annual interest to be paid on a loan or loans to finance the cost of,the business of the corporation. 7. to refund outstanding obligations incurred by an enterprise to finance the cost of,2
nm_2012_HB270,nj_216_A646,7618,13,54,16,57,28,STATE EMPLOYEE & TEACHER RETIREMENT CHANGES,Prohibits employees of certain organizations from enrolling in State-administered retirement system or health care plan of public employer.,five or more years of service credit,five or more years of service credit,1
nm_2012_SB371,hi_2015 Regular Session_SB996,5921,46,103,48,105,16,STATE ETHICS COMMISSION ACT,RELATING TO ETHICS.,the state ethics commission,the state ethics commission,0
nm_2012_SB371,tn_107_SB2865,5921,11,66,13,68,8,STATE ETHICS COMMISSION ACT,"Air Pollution - As introduced, revises membership of air pollution control board to add a member suggested by the Tennessee chapter of the American Lung Association; removes a member suggested by Tennessee Association of Business. - Amends TCA Section 68-201-104.",to the,to the,0
ms_2011_HB1074,fl_2013_S706,805,2,604,6,608,16,Uninsured motorist coverage; provide that limits will be equal to liability coverage unless insured selects otherwise.,Uninsured Motorist Insurance Coverage,act shall take effect,act shall take effect,0
nj_214_A2385,md_2007_HJ1,1289,9,93,14,98,23.5,"""State Medicare Part D Assistance and Information Act.""",Negotiated Prices for Medicare Part D Drugs,the commissioner of health and senior services to establish and maintain a toll-free telephone hotline to be designated as the medicare part d,the secretary of health and human services to negotiate with pharmaceutical manufacturers the prices that may be charged for - medicare part d,1
in_2015_SB4,mi_2011-2012_HB4044,33760,70,58,73,61,8,A BILL FOR AN ACT to amend the Indiana Code concerning general provisions,Environmental protection; other; administrative rules; prohibit additional rules unless a cost/benefit analysis has been conducted. Amends 1994 PA 451 (MCL 324.101 - 324.90106) by adding sec. 514.,by the,by the,0
va_2014_HB503,ma_187th_H3763,6723,18,8313,25,8320,30.5,Charter; Town of Victoria.,AN ACT PROVIDING FOR A CHARTER FOR THE TOWN OF WESTWOOD,the town council. the council shall be the policy-determining body - of the town and shall be,the town administrator - - shall be the chief administrative officer of the town and shall be,1
ok_2011-2012_SB1592,nj_213_A2123,1008,6,6264,17,6275,34,Physical therapy; permitting physical therapists to perform wellness services. Effective date.,"Concerns access to physical therapy services, and insurance claims handling following access to those services.",is amended to read as follows: section 887.2. as used in,is amended to read as follows: 3. as used in,0
ca_20112012_SB1082,mn_2013-2014_SF2390,4684,125,1016,134,1025,25,Protection of victims: address confidentiality.,"Elections administration provisions modifications and technical changes; metropolitan area soil and water conservation district supervisors election by supervisor districts requirement; special school district #6, South St. Paul; school district election districts dissolution",the secretary of state shall cancel certification of a program,the secretary of state as the ballot of a program,0
nm_2012_HB270,wv_2014_HB4428,7618,58,218,65,225,43.5,STATE EMPLOYEE & TEACHER RETIREMENT CHANGES,Providing that Mental Hygiene Commissioners are employees under the Public Employees Retirement System,"contributions"" means the - - - amounts deducted from the salary of a member and credited to","contributions"" means the sum of all amounts deducted from the compensations of a member and credited to",1
ca_20132014_AB2359,il_93rd_HB74,512,436,57,442,63,24,Services for the developmentally disabled: regional centers.,DHS-MHDD FUNDING REDUCTION,the people of the state of,the people of the state of,0
ga_2013_14_SB158,wa_2011-2012_SB5008,191,96,52,101,57,20,Temporary Medical Consent Guardianship; Physician Order for Life-sustaining Treatment; change certain signatures,Regulating life insurance when an order regarding life sustaining treatment has been issued or implemented.,be it enacted by the,be it enacted by the,0
nc_2011_HB445,hi_2015 Regular Session_HB688,505,1,2,3,4,8,Prevent REAL ID Implementation.,RELATING TO MOTOR VEHICLE DRIVER LICENSING.,this act,this act,0
tx_82_HB2273,nd_64_SB2110,3913,82,1262,96,1275,23,Relating to the continuation and functions of the State Committee of Examiners in the Fitting and Dispensing of Hearing Instruments; providing an administrative penalty.,"A BILL for an Act to amend and reenact section 43_33_01, subsection 1 of section 43_33_02, subsection 1 of section 43_33_03, sections 43_33_04 and 43_33_06, subsection 2 of section 43_33_07, section 43_33_09, subdivision c of subsection 2 of section 43_33_12, subsection 4 of section 43_33_15, and section 43_33_18 of the North Dakota Century Code, relating to licensing hearing aid specialists; to repeal section 43_33_08 of the North Dakota Century Code, relating to temporary trainee permits; and to provide a penalty.",the fitting and dispensing of hearing instruments.,the fitting and sale of hearing instruments.,1
